534,2016-06-10 16:59:02,42531.894328703704
5393,2016-06-10 17:35:02,42531.972268518519
5391,2016-07-03 09:24:56,42554.684224537035
871,2017-04-21 05:25:45,42846.401574074072
871,2017-06-20 04:27:27,42906.477847222224
5391,2018-05-10 13:43:59,43230.845879629633
871,2018-05-25 07:21:37,43245.489282407405
5416,2018-05-29 07:30:42,43249.413148148145
5689,2018-06-05 02:49:04,43256.230196759258
5687,2018-06-05 11:04:43,43256.700844907406
5694,2018-06-08 02:28:29,43259.268472222226
5689,2018-06-09 13:55:33,43260.863136574073
5689,2018-06-10 09:12:31,43261.490717592591
5694,2018-06-11 12:56:13,43262.775509259256
5689,2018-06-18 17:56:48,43269.953877314816
5694,2018-06-19 08:05:35,43270.50886574074
5694,2018-06-23 06:09:29,43274.62263888889
5687,2018-06-25 04:52:39,43277.333854166667
5391,2018-07-14 12:31:38,43296.381122685183
5687,2019-05-15 13:27:05,43600.855509259258
5689,2019-05-22 15:26:52,43607.747719907406
5701,2019-06-05 07:32:15,43621.581631944442
5701,2019-06-10 06:53:36,43626.474780092591
5701,2019-06-21 04:40:44,43637.413807870369
5698,2019-06-22 02:28:04,43638.727997685186
5698,2019-07-01 16:12:37,43647.857071759259
5700,2020-04-28 03:16:00,43949.563668981478
5996,2020-06-13 08:23:06,43995.544999999998
5697,2020-06-16 13:31:30,43998.853703703702
5694,2020-06-16 17:17:05,43998.91070601852
5697,2020-06-21 07:07:16,44003.919525462959
5993,2020-07-07 12:09:49,44019.698298611111
5993,2020-07-11 20:41:28,44023.942870370367
5594,2021-05-29 19:54:37,44345.856550925928
5697,2021-06-03 19:50:07,44351.096076388887
7047,2021-06-16 11:25:44,44363.545243055552
7058,2022-04-13 19:21:02,44664.853171296294
7062,2022-06-04 07:12:56,44716.543078703704
7062,2022-06-05 00:01:54,44717.457337962966
7062,2022-06-14 06:32:15,44726.53329861111
7086,2022-06-26 07:23:25,44738.459594907406
7036,2022-07-08 02:51:51,44750.200092592589
7086,2022-07-08 19:08:30,44750.830879629626
7036,2022-07-08 19:17:44,44750.938437500001
7055,2022-07-14 13:20:57,44756.651898148149
7086,2022-07-16 05:28:49,44758.365740740737
7086,2022-07-16 05:28:49,44758.362407407411
7086,2022-07-25 08:16:08,44767.66983796296
