device_info_serial,date_time,index,speed_2d,prediction,confidence,latitude,longitude,altitude,temperature,runtime,model
5689,2018-06-09 13:55:33,0,8.1584,Flap,0.98,53.1189137,3.9748864,-2,28.8,2025-06-05 14:00:29,45_best
5689,2018-06-09 13:55:37,0,8.0571,Flap,0.98,53.1190306,3.9753814,0,28.8,2025-06-05 14:00:29,45_best
5689,2018-06-09 13:55:45,0,5.0235,Soar,0.94,53.1191774,3.9761036,2,28.7,2025-06-05 14:00:29,45_best
5689,2018-06-09 13:55:49,0,4.3563,Soar,0.86,53.1191542,3.9763738,6,28.7,2025-06-05 14:00:29,45_best
5689,2018-06-09 13:55:53,0,2.9867,Float,0.68,53.1191437,3.9765785,8,28.7,2025-06-05 14:00:29,45_best
5689,2018-06-09 13:55:57,0,2.7112,Float,0.86,53.1191366,3.9767455,7,28.7,2025-06-05 14:00:29,45_best
5689,2018-06-09 13:56:01,0,5.9054,Soar,0.82,53.1190838,3.9770116,8,28.7,2025-06-05 14:00:29,45_best
5689,2018-06-09 13:56:05,0,2.6999,Soar,0.67,53.1190819,3.9771635,3,28.7,2025-06-05 14:00:29,45_best
5689,2018-06-09 13:56:09,0,2.5284,ExFlap,0.42,53.1191057,3.9772922,1,28.6,2025-06-05 14:00:29,45_best
5689,2018-06-09 13:56:13,0,2.5973,Soar,0.85,53.1190937,3.9774312,0,28.6,2025-06-05 14:00:29,45_best
5689,2018-06-09 13:56:17,0,2.5046,Float,0.70,53.1190977,3.9775747,0,28.6,2025-06-05 14:00:29,45_best
5689,2018-06-09 13:56:21,0,2.4591,SitStand,0.86,53.1190939,3.9777060,0,28.6,2025-06-05 14:00:29,45_best
5689,2018-06-09 13:56:25,0,2.4515,Float,0.84,53.1190879,3.9778507,0,28.5,2025-06-05 14:00:29,45_best
5689,2018-06-09 13:56:29,0,2.5411,Float,0.98,53.1190857,3.9779943,0,28.5,2025-06-05 14:00:29,45_best
5689,2018-06-09 13:56:33,0,2.3821,SitStand,0.70,53.1190765,3.9781365,0,28.5,2025-06-05 14:00:29,45_best
5689,2018-06-09 13:56:37,0,2.4156,Float,0.42,53.1190744,3.9782813,0,28.4,2025-06-05 14:00:29,45_best
5689,2018-06-09 13:56:41,0,2.4103,SitStand,0.95,53.1190626,3.9784249,0,28.4,2025-06-05 14:00:29,45_best
5689,2018-06-09 13:56:45,0,2.5161,SitStand,0.68,53.1190584,3.9785735,0,28.4,2025-06-05 14:00:29,45_best
5689,2018-06-09 13:56:49,0,2.2779,Float,0.95,53.1190518,3.9787173,1,28.3,2025-06-05 14:00:29,45_best
5689,2018-06-09 13:56:53,0,2.4029,Float,0.96,53.1190498,3.9788650,0,28.3,2025-06-05 14:00:29,45_best
5689,2018-06-09 13:56:57,0,2.4678,Float,0.64,53.1190415,3.9790064,0,28.3,2025-06-05 14:00:29,45_best
5689,2018-06-09 13:57:01,0,2.5763,Float,0.92,53.1190369,3.9791513,0,28.3,2025-06-05 14:00:29,45_best
5689,2018-06-09 13:57:05,0,2.4765,Float,0.93,53.1190344,3.9792910,0,28.3,2025-06-05 14:00:29,45_best
5689,2018-06-09 13:57:09,0,2.2592,Float,0.46,53.1190248,3.9794336,1,28.3,2025-06-05 14:00:29,45_best
5689,2018-06-09 13:57:13,0,2.5044,Float,0.82,53.1190246,3.9795822,0,28.3,2025-06-05 14:00:29,45_best
5689,2018-06-09 13:57:17,0,2.4478,Float,0.51,53.1190124,3.9797206,0,28.3,2025-06-05 14:00:29,45_best
5689,2018-06-09 13:57:21,0,2.3807,Float,0.79,53.1190115,3.9798625,1,28.3,2025-06-05 14:00:29,45_best
5689,2018-06-09 13:57:25,0,2.4262,Float,0.96,53.1190055,3.9800080,0,28.3,2025-06-05 14:00:29,45_best
5689,2018-06-09 13:57:29,0,2.2701,Float,0.96,53.1189964,3.9801494,0,28.3,2025-06-05 14:00:29,45_best
5689,2018-06-09 13:57:33,0,2.6525,Float,0.81,53.1189960,3.9803005,0,28.3,2025-06-05 14:00:29,45_best
5689,2018-06-09 13:57:37,0,2.4561,Float,0.90,53.1189828,3.9804437,0,28.3,2025-06-05 14:00:29,45_best
5689,2018-06-09 13:57:41,0,2.4539,Float,0.98,53.1189829,3.9805919,0,28.3,2025-06-05 14:00:29,45_best
5689,2018-06-09 13:57:45,0,2.4243,Float,0.52,53.1189706,3.9807367,0,28.3,2025-06-05 14:00:29,45_best
5689,2018-06-09 13:57:49,0,2.5251,Float,0.96,53.1189654,3.9808868,0,28.4,2025-06-05 14:00:29,45_best
5689,2018-06-09 13:57:53,0,2.4842,Float,0.74,53.1189585,3.9810350,0,28.4,2025-06-05 14:00:29,45_best
5689,2018-06-09 13:57:57,0,2.4566,Float,0.74,53.1189549,3.9811826,0,28.4,2025-06-05 14:00:29,45_best
5689,2018-06-09 13:58:01,0,2.3806,SitStand,0.59,53.1189450,3.9813242,0,28.4,2025-06-05 14:00:29,45_best
5689,2018-06-09 13:58:05,0,2.4056,Float,0.97,53.1189429,3.9814702,0,28.4,2025-06-05 14:00:29,45_best
5689,2018-06-09 13:58:09,0,2.4393,Float,0.42,53.1189332,3.9816158,1,28.4,2025-06-05 14:00:29,45_best
5689,2018-06-09 13:58:13,0,2.3143,Float,0.62,53.1189345,3.9817606,0,28.4,2025-06-05 14:00:29,45_best
5689,2018-06-09 13:58:17,0,2.4654,Float,0.97,53.1189326,3.9819071,0,28.5,2025-06-05 14:00:29,45_best
5689,2018-06-09 13:58:21,0,2.4274,Float,0.97,53.1189354,3.9820587,0,28.5,2025-06-05 14:00:29,45_best
5689,2018-06-09 13:58:25,0,2.5173,Float,0.93,53.1189270,3.9822057,0,28.5,2025-06-05 14:00:29,45_best
5689,2018-06-09 13:58:29,0,2.5107,Float,0.92,53.1189235,3.9823544,0,28.5,2025-06-05 14:00:29,45_best
5689,2018-06-09 13:58:33,0,2.5433,Soar,0.64,53.1189197,3.9825025,0,28.5,2025-06-05 14:00:29,45_best
5689,2018-06-09 13:58:37,0,2.3071,Soar,0.98,53.1189124,3.9826479,0,28.5,2025-06-05 14:00:29,45_best
5689,2018-06-09 13:58:41,0,2.4865,Float,0.78,53.1189083,3.9827979,1,28.5,2025-06-05 14:00:29,45_best
5689,2018-06-09 13:58:45,0,2.5230,Float,0.82,53.1189010,3.9829423,0,28.5,2025-06-05 14:00:29,45_best
5689,2018-06-09 13:58:49,0,2.3966,Float,0.92,53.1188964,3.9830889,1,28.5,2025-06-05 14:00:29,45_best
5689,2018-06-09 13:58:53,0,2.4747,Float,0.94,53.1188922,3.9832361,0,28.5,2025-06-05 14:00:29,45_best
5689,2018-06-09 13:58:57,0,2.6178,Float,0.59,53.1188803,3.9833792,0,28.5,2025-06-05 14:00:29,45_best
5689,2018-06-09 13:59:01,0,2.4855,Float,0.92,53.1188804,3.9835283,0,28.5,2025-06-05 14:00:29,45_best
5689,2018-06-09 13:59:05,0,2.5391,Float,0.36,53.1188681,3.9836718,0,28.5,2025-06-05 14:00:29,45_best
5689,2018-06-09 13:59:09,0,2.4479,Float,0.88,53.1188700,3.9838186,0,28.5,2025-06-05 14:00:29,45_best
5689,2018-06-09 13:59:13,0,2.5875,Float,0.85,53.1188610,3.9839649,0,28.5,2025-06-05 14:00:29,45_best
5689,2018-06-09 13:59:17,0,2.4817,SitStand,0.38,53.1188544,3.9841154,0,28.5,2025-06-05 14:00:29,45_best
5689,2018-06-09 13:59:21,0,2.4803,Float,0.41,53.1188477,3.9842611,0,28.5,2025-06-05 14:00:29,45_best
5689,2018-06-09 13:59:25,0,2.5486,Float,0.68,53.1188422,3.9844081,0,28.6,2025-06-05 14:00:29,45_best
5689,2018-06-09 13:59:29,0,2.3830,Float,0.77,53.1188357,3.9845517,0,28.6,2025-06-05 14:00:29,45_best
5689,2018-06-09 13:59:33,0,3.1449,Soar,0.64,53.1188301,3.9847041,0,28.6,2025-06-05 14:00:29,45_best
5689,2018-06-09 13:59:37,0,2.6127,Float,0.88,53.1188252,3.9848519,0,28.6,2025-06-05 14:00:29,45_best
5689,2018-06-09 13:59:41,0,2.4566,Float,0.71,53.1188113,3.9849936,0,28.6,2025-06-05 14:00:29,45_best
5689,2018-06-09 13:59:47,0,2.5412,Float,0.83,53.1188026,3.9852142,0,28.7,2025-06-05 14:00:29,45_best
5689,2018-06-09 13:59:51,0,2.5258,Float,0.90,53.1187937,3.9853582,0,28.7,2025-06-05 14:00:29,45_best
5689,2018-06-09 13:59:55,0,2.5861,Soar,0.36,53.1187987,3.9855051,1,28.7,2025-06-05 14:00:29,45_best
5689,2018-06-09 13:59:59,0,1.7233,Float,1.00,53.1188143,3.9855300,4,28.7,2025-06-05 14:00:29,45_best
5689,2018-06-09 14:00:03,0,5.6973,Soar,0.97,53.1187829,3.9857696,7,28.7,2025-06-05 14:00:29,45_best
5689,2018-06-09 14:00:07,0,4.3330,Soar,0.82,53.1187269,3.9860068,6,28.8,2025-06-05 14:00:29,45_best
5689,2018-06-09 14:00:11,0,1.9158,Soar,0.98,53.1187623,3.9861140,0,28.9,2025-06-05 14:00:29,45_best
5689,2018-06-09 14:00:15,0,2.3599,Soar,0.94,53.1187643,3.9862588,0,28.9,2025-06-05 14:00:29,45_best
