device_info_serial,date_time,index,speed_2d,prediction,confidence,latitude,longitude,altitude,temperature,runtime,model
5387,2016-07-27 15:25:25,0,4.5459,Flap,1.00,52.9811680,4.7615181,11,27.5,2025-05-26 08:10:49,45_best
5387,2016-07-27 15:30:13,0,5.4753,Flap,0.99,52.9839634,4.7551186,15,28.3,2025-05-26 08:10:49,45_best
5387,2016-07-27 15:35:01,0,5.9941,Flap,1.00,52.9818770,4.7489754,10,27.6,2025-05-26 08:10:49,45_best
5387,2016-07-27 15:39:49,0,3.9687,Flap,0.99,52.9821528,4.7436327,15,27.1,2025-05-26 08:10:49,45_best
5387,2016-07-27 15:44:37,0,6.3100,Flap,0.99,52.9811048,4.7367738,23,26.7,2025-05-26 08:10:49,45_best
5387,2016-07-27 15:49:24,0,4.0766,Flap,0.99,52.9777477,4.7355504,22,27.6,2025-05-26 08:10:49,45_best
5387,2016-07-27 15:54:13,0,2.1243,Flap,0.99,52.9772416,4.7278698,5,26.8,2025-05-26 08:10:49,45_best
5387,2016-07-27 15:59:13,0,6.9813,Flap,1.00,52.9759542,4.7254627,23,27.6,2025-05-26 08:10:49,45_best
5387,2016-07-27 16:04:15,0,4.8595,Flap,1.00,52.9762047,4.7219940,28,28.1,2025-05-26 08:10:49,45_best
5387,2016-07-27 16:09:37,0,3.5271,Manouvre,0.98,52.9773290,4.7205722,29,27.7,2025-05-26 08:10:49,45_best
5387,2016-07-27 16:14:29,0,13.0078,Flap,0.99,52.9749078,4.7214235,13,28.3,2025-05-26 08:10:49,45_best
5387,2016-07-27 16:19:29,0,4.4867,Flap,0.99,52.9746508,4.7225019,23,27.7,2025-05-26 08:10:49,45_best
5387,2016-07-27 16:24:20,0,5.8565,Flap,1.00,52.9735124,4.7180148,18,27.9,2025-05-26 08:10:49,45_best
5387,2016-07-27 16:29:08,0,7.8534,Flap,1.00,52.9777117,4.7183251,30,27.3,2025-05-26 08:10:49,45_best
5387,2016-07-27 16:34:25,0,12.4964,Flap,1.00,52.9880955,4.7567637,28,27.0,2025-05-26 08:10:49,45_best
5387,2016-07-27 16:39:28,0,10.9249,Flap,1.00,52.9849290,4.7659454,22,27.7,2025-05-26 08:10:49,45_best
5387,2016-07-27 16:44:21,0,3.8365,Flap,0.99,52.9821719,4.7589282,17,28.1,2025-05-26 08:10:49,45_best
5387,2016-07-27 16:49:08,0,3.3020,Flap,0.99,52.9844783,4.7594911,21,28.3,2025-05-26 08:10:49,45_best
5387,2016-07-27 16:53:57,0,5.1974,Flap,0.97,52.9834377,4.7534477,36,28.1,2025-05-26 08:10:49,45_best
5387,2016-07-27 16:58:44,0,6.8011,Flap,1.00,52.9803405,4.7470956,26,28.3,2025-05-26 08:10:49,45_best
5387,2016-07-27 17:03:32,0,7.8932,Flap,1.00,52.9785865,4.7421479,23,28.7,2025-05-26 08:10:49,45_best
5387,2016-07-27 17:08:20,0,10.4782,Flap,1.00,52.9793932,4.7388110,41,28.8,2025-05-26 08:10:49,45_best
5387,2016-07-27 17:13:19,0,6.6094,Flap,0.99,52.9790052,4.7437471,21,28.8,2025-05-26 08:10:49,45_best
5387,2016-07-27 17:18:23,0,11.9219,Flap,1.00,52.9820922,4.7471069,36,28.6,2025-05-26 08:10:49,45_best
5387,2016-07-27 17:23:26,0,6.6782,Flap,0.99,52.9846880,4.7534898,28,26.6,2025-05-26 08:10:49,45_best
5387,2016-07-27 17:28:31,0,9.1955,Flap,1.00,52.9823525,4.7449116,26,26.7,2025-05-26 08:10:49,45_best
5387,2016-07-27 17:33:34,0,6.3085,Flap,1.00,52.9821605,4.7540536,21,27.4,2025-05-26 08:10:49,45_best
5387,2016-07-27 17:38:29,0,5.1035,Flap,0.99,52.9814248,4.7512401,27,27.9,2025-05-26 08:10:49,45_best
5387,2016-07-27 17:43:17,0,6.7457,Flap,1.00,52.9809675,4.7472737,26,27.9,2025-05-26 08:10:49,45_best
5387,2016-07-27 17:48:04,0,6.8351,Manouvre,0.40,52.9838238,4.7472710,38,28.7,2025-05-26 08:10:49,45_best
5387,2016-07-27 17:52:52,0,0.7829,SitStand,0.99,52.9873777,4.7282770,2,25.7,2025-05-26 08:10:49,45_best
5387,2016-07-27 17:57:40,0,1.2612,SitStand,1.00,52.9873990,4.7282565,1,27.4,2025-05-26 08:10:49,45_best
5387,2016-07-27 18:02:54,0,0.6616,SitStand,1.00,52.9874106,4.7282109,0,28.4,2025-05-26 08:10:49,45_best
5387,2016-07-27 18:08:01,0,1.8159,SitStand,0.71,52.9874107,4.7282092,0,28.6,2025-05-26 08:10:49,45_best
5387,2016-07-27 18:13:03,0,1.4562,SitStand,1.00,52.9874115,4.7281998,0,29.5,2025-05-26 08:10:49,45_best
5387,2016-07-27 18:17:55,0,7.8784,Soar,1.00,52.9821511,4.7384559,0,26.6,2025-05-26 08:10:49,45_best
5387,2016-07-27 18:22:43,0,3.9041,ExFlap,0.98,52.9831238,4.7189898,-3,28.5,2025-05-26 08:10:49,45_best
5387,2016-07-27 18:27:32,0,0.6512,Float,0.93,52.9891824,4.7157876,-3,26.0,2025-05-26 08:10:49,45_best
