device_info_serial,date_time,index,speed_2d,prediction,confidence,latitude,longitude,altitude,temperature,runtime,model
5592,2017-07-18 15:58:20,0,6.8807,Flap,0.99,52.8950828,4.6052743,23,28.9,2025-05-26 08:21:54,45_best
5592,2017-07-18 16:08:10,0,5.0455,Flap,0.99,52.8909742,4.6245118,36,29.5,2025-05-26 08:21:54,45_best
5592,2017-07-18 16:18:04,0,17.4095,Flap,0.99,52.8900667,4.6181948,46,27.2,2025-05-26 08:21:54,45_best
5592,2017-07-18 16:27:55,0,14.2097,Flap,0.99,52.8883363,4.6206906,35,27.7,2025-05-26 08:21:54,45_best
5592,2017-07-18 16:37:47,0,4.1677,Flap,0.99,52.8905458,4.6105501,19,26.3,2025-05-26 08:21:54,45_best
5592,2017-07-18 16:47:56,0,10.1080,Flap,0.99,52.8843607,4.6084523,-19,26.8,2025-05-26 08:21:54,45_best
5592,2017-07-18 16:57:47,0,5.8026,Flap,0.99,52.8930544,4.6108551,-3,26.3,2025-05-26 08:21:54,45_best
5592,2017-07-18 17:08:06,0,7.3327,Flap,0.99,52.9057425,4.6052244,26,27.5,2025-05-26 08:21:54,45_best
5592,2017-07-18 17:18:03,0,5.9740,Flap,0.99,52.9031156,4.6244123,18,28.0,2025-05-26 08:21:54,45_best
5592,2017-07-18 17:27:54,0,1.0290,Flap,0.96,52.9060275,4.6228424,52,26.6,2025-05-26 08:21:54,45_best
5592,2017-07-18 17:37:47,0,5.9481,Flap,0.99,52.9005225,4.6347203,34,27.9,2025-05-26 08:21:54,45_best
5592,2017-07-18 17:47:39,0,4.1831,Flap,0.99,52.9041764,4.6090281,59,28.1,2025-05-26 08:21:54,45_best
5592,2017-07-18 18:07:39,0,9.2178,Flap,0.99,52.9029061,4.6283766,43,25.5,2025-05-26 08:21:54,45_best
5592,2017-07-18 18:17:32,0,7.4352,ExFlap,0.95,52.8833188,4.6129844,-6,24.9,2025-05-26 08:21:54,45_best
5592,2017-07-18 18:27:22,0,11.2367,Flap,0.99,52.8785361,4.6082424,-6,27.1,2025-05-26 08:21:54,45_best
