device_info_serial,date_time,index,speed_2d,prediction,confidence,latitude,longitude,altitude,temperature,runtime,model
7009,2021-08-19 07:10:06,0,0.4376,SitStand,1.00,53.0082773,4.7125663,6,33.2,2025-05-26 08:36:45,45_best
7009,2021-08-19 07:19:54,0,3.5087,ExFlap,0.76,53.0080111,4.7122952,2,33.5,2025-05-26 08:36:45,45_best
7009,2021-08-19 07:29:57,0,0.0438,SitStand,0.99,53.0085713,4.7124211,2,33.6,2025-05-26 08:36:45,45_best
7009,2021-08-19 07:40:05,0,0.4776,TerLoco,0.99,53.0084485,4.7123711,0,34.1,2025-05-26 08:36:45,45_best
7009,2021-08-19 07:50:02,0,0.4556,SitStand,0.94,53.0084349,4.7124895,-1,34.7,2025-05-26 08:36:45,45_best
7009,2021-08-19 07:59:53,0,0.7965,SitStand,0.99,53.0082576,4.7125565,3,34.5,2025-05-26 08:36:45,45_best
7009,2021-08-19 08:09:45,0,2.9781,Manouvre,0.86,53.0079706,4.7121734,0,33.3,2025-05-26 08:36:45,45_best
7009,2021-08-19 08:19:38,0,0.9935,TerLoco,0.98,53.0072109,4.7122979,-1,31.7,2025-05-26 08:36:45,45_best
7009,2021-08-19 08:29:29,0,1.0267,TerLoco,0.96,53.0077241,4.7122818,-1,32.8,2025-05-26 08:36:45,45_best
7009,2021-08-19 08:39:21,0,0.7364,SitStand,0.98,53.0083370,4.7125536,7,31.5,2025-05-26 08:36:45,45_best
