device_info_serial,date_time,index,speed_2d,prediction,confidence,latitude,longitude,altitude,temperature,runtime,model
534,2017-06-01 11:00:56,0,0.7463,Float,0.94,53.0555504,4.2411802,-1,25.7,2025-05-26 08:07:29,45_best
534,2017-06-01 11:05:41,0,1.2284,Float,1.00,53.0575572,4.2427989,-4,32.2,2025-05-26 08:07:29,45_best
534,2017-06-01 11:10:32,0,8.6315,Flap,1.00,53.0578235,4.2444508,-3,33.9,2025-05-26 08:07:29,45_best
534,2017-06-01 11:15:26,0,3.0518,ExFlap,1.00,53.0606579,4.2490229,-6,26.5,2025-05-26 08:07:29,45_best
534,2017-06-01 11:20:26,0,0.5518,Float,0.84,53.0729685,4.2537179,13,19.2,2025-05-26 08:07:29,45_best
534,2017-06-01 11:25:12,0,0.7198,Float,0.89,53.0744882,4.2551986,-5,26.2,2025-05-26 08:07:29,45_best
534,2017-06-01 11:29:58,0,7.4287,Soar,0.99,53.0758560,4.2563259,30,29.9,2025-05-26 08:07:29,45_best
534,2017-06-01 11:34:53,0,0.6182,Float,1.00,53.0768578,4.2568646,-6,30.9,2025-05-26 08:07:29,45_best
534,2017-06-01 11:39:51,0,0.7319,Float,0.98,53.0776412,4.2580634,-54,30.6,2025-05-26 08:07:29,45_best
534,2017-06-01 11:44:39,0,0.2714,Float,0.54,53.0781382,4.2606935,-33,31.3,2025-05-26 08:07:29,45_best
534,2017-06-01 11:49:31,0,7.3267,Soar,0.98,53.0784509,4.2591855,-174,31.5,2025-05-26 08:07:29,45_best
534,2017-06-01 11:54:50,0,0.1040,Float,0.76,53.0756799,4.2546226,-4,28.4,2025-05-26 08:07:29,45_best
534,2017-06-01 11:59:34,0,0.2116,SitStand,0.79,53.0762701,4.2557804,-4,30.9,2025-05-26 08:07:29,45_best
534,2017-06-01 12:04:22,0,0.5162,Float,0.75,53.0767930,4.2570605,-4,32.3,2025-05-26 08:07:29,45_best
534,2017-06-01 12:09:10,0,0.3693,Float,0.89,53.0771117,4.2582210,-6,33.7,2025-05-26 08:07:29,45_best
534,2017-06-01 12:13:59,0,0.1268,Float,0.77,53.0773200,4.2592165,-5,35.0,2025-05-26 08:07:29,45_best
534,2017-06-01 12:18:58,0,0.2524,Float,0.94,53.0774511,4.2601644,-10,36.4,2025-05-26 08:07:29,45_best
534,2017-06-01 12:23:53,0,0.5319,Float,0.96,53.0776108,4.2608603,-2,38.2,2025-05-26 08:07:29,45_best
534,2017-06-01 12:28:49,0,0.2145,Float,0.81,53.0775463,4.2612924,-7,38.3,2025-05-26 08:07:29,45_best
534,2017-06-01 12:33:46,0,0.2062,Float,0.57,53.0775131,4.2581601,-3,36.1,2025-05-26 08:07:29,45_best
534,2017-06-01 12:38:31,0,0.1756,Float,0.98,53.0775721,4.2579667,-13,35.5,2025-05-26 08:07:29,45_best
534,2017-06-01 12:43:19,0,0.2181,SitStand,0.73,53.0776298,4.2580296,-5,36.9,2025-05-26 08:07:29,45_best
534,2017-06-01 12:48:36,0,0.2109,Float,0.78,53.0808147,4.2599002,-5,34.7,2025-05-26 08:07:29,45_best
534,2017-06-01 12:53:25,0,10.4756,Flap,1.00,53.0821405,4.2586254,-2,34.9,2025-05-26 08:07:29,45_best
534,2017-06-01 12:58:16,0,11.8118,Flap,1.00,53.0926398,4.2538168,-2,29.5,2025-05-26 08:07:29,45_best
534,2017-06-01 13:03:04,0,0.1190,Float,0.87,53.1118722,4.2309446,-9,23.5,2025-05-26 08:07:29,45_best
534,2017-06-01 13:07:59,0,1.3320,Float,0.37,53.1179781,4.2359008,3,24.5,2025-05-26 08:07:29,45_best
534,2017-06-01 13:13:10,0,1.8986,Float,0.64,53.1175909,4.2359838,-105,32.8,2025-05-26 08:07:29,45_best
534,2017-06-01 13:17:57,0,2.1659,Soar,0.57,53.1176499,4.2365917,-62,36.7,2025-05-26 08:07:29,45_best
534,2017-06-01 13:22:46,0,3.2445,Soar,0.50,53.1168700,4.2369843,-54,38.3,2025-05-26 08:07:29,45_best
534,2017-06-01 13:27:35,0,5.9088,Soar,0.81,53.1161761,4.2369952,-84,35.1,2025-05-26 08:07:29,45_best
534,2017-06-01 13:33:15,0,0.5045,Float,0.97,53.1154767,4.2374146,-1,32.0,2025-05-26 08:07:29,45_best
534,2017-06-01 13:37:58,0,0.5237,Float,0.69,53.1145279,4.2371057,-3,31.6,2025-05-26 08:07:29,45_best
534,2017-06-01 13:42:45,0,0.4129,Float,0.89,53.1134350,4.2367307,-6,32.1,2025-05-26 08:07:29,45_best
534,2017-06-01 13:47:34,0,0.4101,Float,0.98,53.1124266,4.2361723,-3,32.4,2025-05-26 08:07:29,45_best
534,2017-06-01 13:52:22,0,0.5445,Float,0.89,53.1113735,4.2358982,-3,33.5,2025-05-26 08:07:29,45_best
534,2017-06-01 13:57:10,0,0.3711,SitStand,0.99,53.1104944,4.2354408,-2,33.9,2025-05-26 08:07:29,45_best
534,2017-06-01 14:01:58,0,0.0663,Float,0.56,53.1096553,4.2349510,-3,32.7,2025-05-26 08:07:29,45_best
534,2017-06-01 14:06:47,0,0.4554,Float,0.94,53.1088564,4.2345342,-4,32.5,2025-05-26 08:07:29,45_best
534,2017-06-01 14:11:33,0,0.2159,SitStand,0.90,53.1081561,4.2341441,-5,34.1,2025-05-26 08:07:29,45_best
534,2017-06-01 14:21:10,0,0.7084,Float,0.62,53.1065910,4.2335829,-3,35.9,2025-05-26 08:07:29,45_best
534,2017-06-01 14:25:58,0,0.6720,Float,0.93,53.1046830,4.2346721,-3,34.6,2025-05-26 08:07:29,45_best
534,2017-06-01 14:30:46,0,10.0857,Flap,1.00,53.0991697,4.2242228,-3,29.7,2025-05-26 08:07:29,45_best
534,2017-06-01 14:35:35,0,9.5645,Soar,0.82,53.0967465,4.2328393,-3,27.6,2025-05-26 08:07:29,45_best
534,2017-06-01 14:40:27,0,1.3214,Float,0.76,53.0963863,4.2330598,-78,32.7,2025-05-26 08:07:29,45_best
534,2017-06-01 14:45:11,0,14.3152,Soar,0.98,53.0959437,4.2327366,-128,37.0,2025-05-26 08:07:29,45_best
534,2017-06-01 14:54:46,0,0.7558,SitStand,0.86,53.0939789,4.2318994,-73,38.0,2025-05-26 08:07:29,45_best
534,2017-06-01 14:59:54,0,1.9989,Boat,0.96,53.0926438,4.2311345,5,34.8,2025-05-26 08:07:29,45_best
534,2017-06-01 15:04:38,0,0.6685,SitStand,0.58,53.0915532,4.2301075,-8,33.0,2025-05-26 08:07:29,45_best
534,2017-06-01 15:09:26,0,0.1354,SitStand,0.90,53.0904960,4.2292633,-6,31.7,2025-05-26 08:07:29,45_best
534,2017-06-01 15:14:15,0,0.4757,Float,0.65,53.0895087,4.2284219,-8,30.0,2025-05-26 08:07:29,45_best
534,2017-06-01 15:19:13,0,0.3725,Float,0.57,53.0883397,4.2276428,-7,30.5,2025-05-26 08:07:29,45_best
534,2017-06-01 15:24:21,0,0.4407,Float,0.99,53.0870889,4.2267541,-10,31.3,2025-05-26 08:07:29,45_best
534,2017-06-01 15:29:20,0,0.6198,Float,0.93,53.0856363,4.2265129,-8,33.6,2025-05-26 08:07:29,45_best
534,2017-06-01 15:34:41,0,0.3991,Float,0.55,53.0687746,4.2427104,-8,24.2,2025-05-26 08:07:29,45_best
534,2017-06-01 15:39:35,0,0.7065,Float,0.90,53.0673707,4.2416863,-5,28.8,2025-05-26 08:07:29,45_best
534,2017-06-01 15:44:23,0,0.8497,Float,0.55,53.0661901,4.2407931,-4,31.3,2025-05-26 08:07:29,45_best
534,2017-06-01 15:49:10,0,0.3601,SitStand,0.76,53.0649977,4.2394854,-4,30.9,2025-05-26 08:07:29,45_best
534,2017-06-01 15:53:59,0,10.7532,Flap,1.00,53.0669331,4.2311908,0,27.2,2025-05-26 08:07:29,45_best
534,2017-06-01 15:58:47,0,12.4390,Flap,1.00,53.0730225,4.2390665,-7,23.9,2025-05-26 08:07:29,45_best
534,2017-06-01 16:04:37,0,0.8750,SitStand,0.38,53.0712698,4.2619139,-9,22.0,2025-05-26 08:07:29,45_best
534,2017-06-01 16:09:26,0,0.3329,SitStand,0.90,53.0702947,4.2610476,-1,27.0,2025-05-26 08:07:29,45_best
534,2017-06-01 16:14:13,0,0.6889,Float,0.95,53.0693076,4.2602112,-4,30.6,2025-05-26 08:07:29,45_best
534,2017-06-01 16:19:03,0,2.3563,Boat,0.91,53.0679887,4.2595285,-19,33.1,2025-05-26 08:07:29,45_best
534,2017-06-01 16:23:49,0,7.8663,Soar,0.99,53.0671236,4.2579665,19,34.4,2025-05-26 08:07:29,45_best
534,2017-06-01 16:28:56,0,1.1501,Float,1.00,53.0662168,4.2565885,-13,34.6,2025-05-26 08:07:29,45_best
534,2017-06-01 16:33:42,0,0.9448,Float,1.00,53.0654644,4.2556502,-5,35.6,2025-05-26 08:07:29,45_best
534,2017-06-01 16:38:30,0,0.5159,Pecking,0.46,53.0645632,4.2544000,-6,35.4,2025-05-26 08:07:29,45_best
534,2017-06-01 16:43:19,0,0.3436,Float,0.96,53.0637604,4.2530833,-2,36.0,2025-05-26 08:07:29,45_best
534,2017-06-01 16:48:06,0,0.4847,SitStand,0.55,53.0628813,4.2514439,-6,33.6,2025-05-26 08:07:29,45_best
