device_info_serial,date_time,index,speed_2d,prediction,confidence,latitude,longitude,altitude,temperature,runtime,model
7046,2021-06-23 03:28:50,0,12.3497,Flap,1.00,52.8947315,4.6504467,19,26.8,2025-05-26 08:39:27,45_best
7046,2021-06-23 03:33:40,0,15.4223,Flap,1.00,52.8781485,4.6501836,47,27.3,2025-05-26 08:39:27,45_best
7046,2021-06-23 03:38:27,0,9.9368,Flap,1.00,52.8717377,4.6322137,1,26.9,2025-05-26 08:39:27,45_best
7046,2021-06-23 03:43:15,0,13.1053,Flap,0.99,52.8543488,4.6619452,23,26.2,2025-05-26 08:39:27,45_best
7046,2021-06-23 03:48:04,0,5.7953,Manouvre,0.57,52.8484343,4.6606573,-3,26.8,2025-05-26 08:39:27,45_best
7046,2021-06-23 03:52:51,0,9.2357,Flap,0.99,52.8652039,4.6533369,-1,26.3,2025-05-26 08:39:27,45_best
7046,2021-06-23 03:57:39,0,10.2854,Flap,0.97,52.8765159,4.6349103,20,26.1,2025-05-26 08:39:27,45_best
7046,2021-06-23 04:02:27,0,8.8584,Flap,0.92,52.8902021,4.6535004,4,26.3,2025-05-26 08:39:27,45_best
7046,2021-06-23 04:07:41,0,9.6921,Flap,0.98,52.8983663,4.6557290,12,27.0,2025-05-26 08:39:27,45_best
7046,2021-06-23 04:12:36,0,1.7373,Soar,0.36,52.8961788,4.6619974,1,27.5,2025-05-26 08:39:27,45_best
7046,2021-06-23 04:22:11,0,1.5944,Soar,0.66,52.8812620,4.6581000,0,24.6,2025-05-26 08:39:27,45_best
7046,2021-06-23 04:36:35,0,1.5640,Float,0.50,52.8914601,4.6663980,0,26.4,2025-05-26 08:39:27,45_best
7046,2021-06-23 04:46:12,0,0.2412,ExFlap,0.48,52.8981552,4.6707753,-2,25.8,2025-05-26 08:39:27,45_best
