device_info_serial,date_time,index,speed_2d,prediction,confidence,latitude,longitude,altitude,temperature,runtime,model
5392,2016-07-17 08:22:15,0,6.5779,Flap,0.99,52.8713477,4.1697426,22,34.2,2025-05-26 08:17:49,45_best
5392,2016-07-17 08:27:02,0,9.1989,Manouvre,0.53,52.8717659,4.1421529,41,27.7,2025-05-26 08:17:49,45_best
5392,2016-07-17 08:32:02,0,1.5852,Float,1.00,52.8664406,4.1382587,-1,29.5,2025-05-26 08:17:49,45_best
5392,2016-07-17 08:37:02,0,0.6584,Float,0.99,52.8651856,4.1374489,-5,33.7,2025-05-26 08:17:49,45_best
5392,2016-07-17 08:41:57,0,0.9293,Float,1.00,52.8642765,4.1367967,-6,35.0,2025-05-26 08:17:49,45_best
5392,2016-07-17 08:46:46,0,0.9764,Float,1.00,52.8634421,4.1361733,-6,35.6,2025-05-26 08:17:49,45_best
5392,2016-07-17 08:51:33,0,0.7873,Float,1.00,52.8626654,4.1355535,-5,36.3,2025-05-26 08:17:49,45_best
5392,2016-07-17 08:56:24,0,8.7776,Flap,1.00,52.8718481,4.1406721,30,30.4,2025-05-26 08:17:49,45_best
5392,2016-07-17 09:01:10,0,4.8379,Soar,0.92,52.8780856,4.1428988,10,30.2,2025-05-26 08:17:49,45_best
5392,2016-07-17 09:06:08,0,0.6467,Float,1.00,52.8767184,4.1420107,0,33.2,2025-05-26 08:17:49,45_best
5392,2016-07-17 09:11:31,0,0.9860,Float,0.84,52.8752089,4.1412352,-8,35.1,2025-05-26 08:17:49,45_best
5392,2016-07-17 09:16:22,0,1.0615,Float,1.00,52.8740246,4.1404244,-6,37.0,2025-05-26 08:17:49,45_best
5392,2016-07-17 09:25:57,0,0.6415,Float,0.91,52.8774078,4.1411671,0,33.4,2025-05-26 08:17:49,45_best
5392,2016-07-17 09:30:47,0,0.1175,Float,0.99,52.8792592,4.1404302,112,32.5,2025-05-26 08:17:49,45_best
5392,2016-07-17 09:35:36,0,0.9411,Float,1.00,52.8773192,4.1405468,-4,35.1,2025-05-26 08:17:49,45_best
5392,2016-07-17 09:40:22,0,0.4319,Float,1.00,52.8761781,4.1395556,-91,36.9,2025-05-26 08:17:49,45_best
5392,2016-07-17 09:45:11,0,0.3835,Float,0.99,52.8754627,4.1385116,-90,37.4,2025-05-26 08:17:49,45_best
5392,2016-07-17 09:49:53,0,0.6759,Float,1.00,52.8748624,4.1376465,-75,37.9,2025-05-26 08:17:49,45_best
5392,2016-07-17 09:49:56,0,0.5039,Float,1.00,52.8747734,4.1377364,-98,38.0,2025-05-26 08:17:49,45_best
5392,2016-07-17 09:50:02,0,0.3199,Float,0.96,52.8749332,4.1377442,-47,38.0,2025-05-26 08:17:49,45_best
5392,2016-07-17 09:50:07,0,0.0860,Float,0.98,52.8749707,4.1377231,-37,38.0,2025-05-26 08:17:49,45_best
5392,2016-07-17 09:50:13,0,0.4896,Float,1.00,52.8749831,4.1377320,-27,38.1,2025-05-26 08:17:49,45_best
